FileName,DesArea,DesD6Area,CholArea,CholD7Area,24SHCArea,24R_S_HCD7Area,On_OffTissue
TJP_240816_EDI_24m_AGED_622-9-2-B_16x10grid_GPd5-eliteNM-eliteMS_145,17179.36754,33595.7515,11420650.58,12430756.17,131442.2225,1957852.797,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_02,44582.73283,146019.1896,36928025.46,27213705.81,506349.2692,6447670.93,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_03,13378.13044,12363.31562,11568346.66,6268999.288,169107.2887,1596723.832,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_04,17606.74202,61634.49465,53124107.1,32475158.54,627844.9269,5306905.05,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_05,6521.795975,0.0,6297531.146,1973006.015,62292.49897,271018.2815,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_06,16872.21375,25154.61432,18598773.22,4473831.614,74950.83225,253086.0712,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_07,130827.2045,211726.8004,82305057.07,17300887.54,136474.8947,377295.0481,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_08,1111923.138,1740147.999,423759583.2,83326294.4,880370.4384,2349352.232,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_09,413787.2958,673775.9788,234882049.0,60663446.37,683474.922,2646445.071,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_10,44350.05006,81761.88153,41373228.28,13500491.18,440421.651,3949638.481,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_11,23437.61642,40945.64999,47013997.46,18204881.32,142052.5596,1381617.436,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_12,4073.800223,0.0,2798352.94,973487.1917,77399.48374,700469.4315,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_13,3790.042644,0.0,7263687.14,2917126.961,94905.33006,1125644.829,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_14,2620.119828,18614.02268,3978371.81,3146371.543,51452.43322,1910431.231,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_15,137389.525,2088002.484,200298426.2,270605217.7,255732.9209,21031275.82,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_16,40222.84203,652015.5601,76903645.95,108243229.1,125724.1988,11900128.14,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_17,1564.590763,4435.305014,2126739.787,2580774.78,28521.95835,1312244.177,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_18,0.0,0.0,3385954.634,2023804.81,261815.4714,1833518.539,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_19,1579.411829,0.0,4937138.43,1833476.27,174955.7814,794687.7775,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_20,5285.943808,13186.93158,8561493.327,2308793.426,118182.4221,316240.4522,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_21,1773050.628,3118608.342,448755873.6,99151150.42,2795520.605,5605452.795,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_22,1638976.266,2721270.294,517980803.8,100749925.6,1684668.04,3212037.6,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_23,7390424.193,11254003.71,1604902388.0,275590427.8,10805968.37,20284365.67,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_24,327870.8758,271314.0571,159869849.1,15429149.93,2005418.958,2278443.096,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_25,1402319.92,1833560.478,448760033.6,84164690.74,1597460.923,3581602.997,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_26,766363.8086,882713.0595,212681432.0,44570311.87,499894.1554,1411939.956,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_27,593493.5311,709408.5877,192886932.8,35926115.02,641842.8655,1786424.627,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_28,756948.541,715475.7103,209381205.5,40312052.13,483065.3694,1216254.282,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_29,298603.1983,645560.1385,146768793.3,40276015.88,240458.4909,1684711.471,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_30,356707.469,670911.7231,129790911.1,36518866.74,449225.6158,4203658.498,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_31,5934.505128,0.0,2867233.801,1842210.829,32533.95525,942463.398,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_32,2055.314539,0.0,2752346.787,2166273.682,15812.0091,539139.4769,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_33,0.0,0.0,4659079.234,4263257.178,46502.36515,1749593.947,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_34,2621.481364,1685.796624,7606038.406,2150220.71,175719.8083,659912.0604,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_35,7381.094437,13632.74409,20664824.72,5007602.584,187713.965,403141.5279,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_36,2070784.13,3469322.054,575663867.7,135932323.3,1462054.797,2887558.063,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_37,1344805.403,1932705.693,453413581.1,80369332.5,2035851.074,3353225.695,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_38,1663337.957,1646696.175,543227302.2,69096568.61,4842059.881,6243016.412,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_39,1833607.585,2138971.421,503648228.5,82224812.1,4029565.033,4915720.75,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_40,1465040.957,2358887.905,459491166.0,91041231.09,1635277.496,2474741.818,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_41,888086.1478,827214.7837,304770636.4,41183307.03,1736045.21,3349898.497,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_42,2393160.85,2041522.924,741768003.0,78371999.16,5836854.524,11161219.33,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_43,547328.0286,570367.6487,200563809.6,26042050.21,2081448.663,4225625.859,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_44,2679638.853,2333680.055,550105345.6,95047325.69,3070704.35,7159706.242,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_45,863393.033,1812984.7,330662636.1,77611894.89,255589.0255,2438927.542,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_46,382171.6422,1091958.081,204710037.5,52432581.73,91445.72669,1446879.637,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_47,8687.000581,7780.021601,5649372.716,1733702.001,32160.60698,421888.7166,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_48,9480.750282,0.0,5032854.885,2333726.785,13442.95833,326025.0475,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_49,3779.40132,25443.60558,33014698.29,26206488.07,42285.50557,1405287.529,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_50,23041.29065,25909.30463,21688308.76,5045052.185,178988.1178,469754.9589,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_51,813535.1978,1257031.016,296483324.2,65901234.3,799421.9002,1458939.238,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_52,567160.8997,659506.0146,216757312.5,36120999.68,1513893.745,2225187.623,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_53,1392485.349,1095370.455,396599990.2,47844189.99,3933676.182,3936412.863,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_54,1112510.841,1332813.533,281312801.1,60971285.21,2369566.698,3361558.651,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_55,2300362.482,2481904.45,502521195.7,91818471.59,1955706.201,3520244.767,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_56,2893093.048,2768847.923,596465781.1,96549225.09,4075870.712,5911063.865,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_57,1906202.974,1407762.556,550388987.2,60244090.73,4618446.167,8196994.549,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_58,2078585.036,1746231.103,647849180.3,65839393.87,4413477.057,7979391.221,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_59,4807971.16,5113442.602,964030704.2,132191152.8,8669444.608,18796447.49,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_60,1214762.683,2209237.824,333951027.8,74470871.44,913171.9957,4892718.215,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_61,1866317.674,3978672.815,587235304.8,130498610.4,533984.03,6850395.697,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_62,657805.1129,1616901.459,310886380.3,68599856.91,231242.6333,2645869.035,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_63,66094.92377,170982.577,56799947.01,14238319.64,63397.22999,447031.0618,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_64,5506.878854,4314.498136,9354022.577,2529750.06,32929.30172,281255.9277,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_65,0.0,4237.747439,7845906.146,2898931.163,41214.32011,747268.5269,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_66,2909.594178,2765.502916,13357892.08,2571185.55,159479.6243,329494.5866,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_67,1310833.582,1783442.128,422629529.4,80846949.36,1826865.627,2996783.653,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_68,2460298.716,1480024.428,552510178.6,63859484.25,8110559.827,7312918.224,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_69,3009148.065,2801770.774,563531660.4,92915729.52,10356361.85,10090154.84,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_70,1846582.235,1308728.919,387125780.9,55560070.99,3499165.334,3307938.367,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_71,4945413.088,2902031.866,708282807.6,96276044.93,4497926.998,5872097.204,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_72,4894824.366,3092066.41,821422251.5,101350642.8,9416013.008,8782132.982,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_73,940316.1542,567465.3076,295315842.4,29095889.29,3671406.848,6158225.689,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_74,903985.34,640317.0765,397400001.5,32722709.85,1967764.757,4934516.55,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_75,3392674.004,2784438.335,762615517.0,89347584.29,4762219.746,11334210.62,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_76,3718584.753,4656667.677,767090416.8,138980062.5,1659795.852,6555781.526,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_77,1771334.701,2053447.998,501083402.1,79439682.44,845608.721,6898359.499,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_78,1150585.645,1920171.577,442714355.6,78128161.02,434609.5274,4418887.093,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_79,433339.2835,1561202.412,272852494.3,67785004.87,140689.9475,2176270.137,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_80,7333.103877,1148.632446,6571647.047,1485402.758,16199.9231,130588.7883,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_81,14609.0493,1144.863088,5582333.499,2186457.745,24594.13082,483445.8191,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_82,12871.1551,24748.03157,16897177.73,3334128.445,128717.1564,347946.7708,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_83,862538.09,1438084.907,307783193.4,67284623.98,1208976.424,2815131.362,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_84,9521321.743,8718935.186,1239040898.0,224933432.6,28711113.51,41568684.03,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_85,3735261.289,3259534.605,607863665.6,114503353.5,5254616.397,7707513.968,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_86,7947274.138,6717204.636,990275879.6,174244672.5,13392101.36,16796171.91,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_87,9870348.037,5868330.741,1218204433.0,157088796.5,20397517.22,19094829.73,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_88,2067949.78,1317681.11,475383643.0,51346187.52,13135845.58,10841789.8,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_89,905884.8009,556260.7391,324184554.4,28138529.64,3103443.138,4946456.296,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_90,1388519.114,880647.984,499381164.0,46623766.38,2642091.016,8122311.061,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_91,932547.7218,498354.7453,351767368.9,25698059.28,2324102.919,5019101.996,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_92,2026082.936,1439321.269,494715649.4,56139670.21,2214571.557,5523088.677,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_93,3219418.037,4109612.432,599042342.2,133471183.2,854069.9541,8559038.943,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_94,803226.0519,1341847.251,288785196.7,63983254.85,226675.3445,2155635.761,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_95,676099.2576,1873808.986,332547785.1,77158164.62,186426.8007,2484223.08,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_96,13736.76871,31918.69299,15624300.17,4024816.018,17753.97024,164915.4733,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_97,4488.32343,0.0,5571267.362,1732872.71,34346.63572,471258.5773,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_98,7827.767284,4310.323029,5145332.331,1126412.782,67401.34218,165404.1203,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_99,425539.9226,513347.1917,139390522.7,28129530.14,1385663.828,2044669.655,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_100,4712571.081,4042704.303,784263470.4,143162698.2,9574996.309,13222014.45,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_101,1001756.102,946209.1129,243873679.9,44886285.44,1142073.152,1572646.546,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_102,1351409.839,1040868.661,314552560.8,47835814.78,3299992.429,3205929.766,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_103,5990726.14,5366798.242,861918094.8,142943256.3,17012742.65,23359057.33,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_104,2086107.426,1647088.61,498488406.7,69280925.18,5505572.141,6113312.722,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_105,1392069.012,971841.0354,451674411.8,48284834.64,4641070.99,7664453.189,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_106,1323130.419,773967.9496,397259620.3,39155356.37,3271317.46,6328706.122,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_107,600846.8155,398318.1469,271278767.7,23638909.46,1643512.22,4254787.118,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_108,322576.5077,236950.3077,169504981.7,14633645.68,1129432.048,3452751.806,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_109,1406121.46,745889.6265,388754835.8,35760895.94,2160919.583,7234906.077,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_110,335609.9802,292682.465,148394820.4,19257708.44,611146.0702,2288279.698,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_111,260092.3248,266732.0363,120240801.3,18293386.49,377009.4634,1484377.948,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_112,392474.5806,327895.2727,165789099.9,19600165.56,518421.2628,1875763.748,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_113,65192.91166,93998.20778,53729356.93,11158141.42,115961.9772,698984.3565,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_114,26170.14006,1417.545559,7258037.148,1402089.575,74447.96603,209731.625,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_115,1101091.639,951245.2734,315288627.5,55486385.06,4107628.698,4476622.548,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_116,215567.6452,196234.2149,74066949.34,14042438.41,817044.6119,993034.308,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_117,938804.7969,897554.7169,229792994.6,42693903.96,2879500.379,3997786.836,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_118,682224.8448,528431.6356,190352555.3,29567169.74,1483289.97,2332612.885,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_119,5831439.501,5090513.391,1011358208.0,160246870.4,20314594.81,32391812.88,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_120,492283.6253,446237.6928,171625353.8,26406348.49,1386024.629,2230790.145,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_121,767757.5884,587855.3726,245168290.9,32815506.29,2138059.996,3479499.281,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_122,175537.4392,127856.6612,67089553.95,9035333.302,354926.9322,979310.7437,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_123,415344.4003,219803.7615,154831380.5,14396383.82,835872.7758,2725251.379,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_124,185308.1071,154579.3244,116172267.3,10709546.12,767310.9922,2612167.835,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_125,111113.1622,92712.94862,75900054.98,6980754.889,428993.0237,1777847.592,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_126,869579.8567,717459.0097,372340163.9,36043187.59,2102999.236,9093143.162,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_127,452608.9334,437774.6817,223964486.8,24247348.04,975519.7427,4574717.147,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_128,1064180.641,1173661.98,460336159.0,54485264.63,2912981.796,13264994.77,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_129,593134.5954,434165.1454,223441318.3,24911045.62,1339334.337,3912304.042,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_130,10113.42556,13253.69465,11040667.09,3983774.036,76095.49396,303967.9162,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_131,246346.4392,269865.3577,82160340.92,19012130.33,366706.254,774659.6766,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_132,876470.6066,901021.6895,195536057.4,51222044.24,1000126.299,1833206.415,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_133,982456.5859,943175.2993,184567008.1,48509086.72,1035949.967,1719703.84,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_134,3437438.517,3100179.571,572809373.8,114617657.6,7157404.981,16260458.43,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_135,807293.9794,787952.1346,244632027.3,41021355.3,1568548.382,3590323.674,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_136,94940.74935,109199.774,42882543.81,7809861.56,410495.404,810707.9742,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_137,903201.9994,899233.7527,252604802.0,47635822.26,1410517.033,2486807.688,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_138,978377.2833,640039.6662,196256667.1,35315568.88,540545.5588,2486744.663,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_139,1033830.629,512764.1464,223890009.7,26649420.29,944460.8941,3760425.055,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_140,55063.20602,33079.45229,24143193.9,2560416.669,147705.2811,629512.1058,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_141,84792.46821,76803.55285,52866047.94,5604851.229,450945.1408,1894571.107,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_142,42614.60769,28482.27843,21076934.3,2134481.327,212490.5239,749554.2194,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_143,140737.5087,90106.15384,58734008.03,5723601.323,300491.3046,1189773.767,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_144,402125.2791,392873.289,192131284.0,20848826.8,741836.355,4404870.523,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_145,349759.2215,327672.6275,168602675.8,18250302.11,733936.1207,3373680.21,OnTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_146,15484.44802,12665.13528,9007829.165,3767478.865,64479.67851,396458.0815,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_147,2422.693112,0.0,2682846.971,640348.4447,13041.25261,35511.02098,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_148,173937.6087,186661.5597,44207064.78,13474461.78,171723.9636,343383.176,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_149,165197.41,191849.126,39286784.03,12402800.13,211119.2297,397479.5156,OffTissue
TJP_240823_EDI_24m_AGED_622-9-2-T_16x10grid_GPd5-eliteNM-eliteMS_150,12827.76166,0.0,877909.3878,216565.102,32314.28986,66932.02458,OffTissue
